epoch,lr-Adam,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
,0.03,0,,,,,,,
0,,4,,,15.627476692199707,1.2227295637130737,19.888774871826172,2.0,22.001020431518555
0,,4,30.268718719482422,,,,,,
,0.03,5,,,,,,,
1,,9,,,12.630691528320312,2.124375104904175,13.44815444946289,0.8677460551261902,9.833161354064941
1,,9,21.000179290771484,,,,,,
,0.03,10,,,,,,,
2,,14,,,32.907222747802734,6.001336574554443,35.13627243041992,1.1876939535140991,10.315003395080566
2,,14,12.473050117492676,,,,,,
,0.03,15,,,,,,,
3,,19,,,12.48196792602539,0.7520809173583984,17.55059051513672,1.2735246419906616,9.632493019104004
3,,19,12.285690307617188,,,,,,
,0.03,20,,,,,,,
4,,24,,,11.266460418701172,1.608528733253479,12.387785911560059,0.8281077742576599,7.38983678817749
4,,24,10.934314727783203,,,,,,
,0.03,25,,,,,,,
5,,29,,,9.74630069732666,1.0052597522735596,12.833091735839844,0.7380837798118591,7.300346374511719
5,,29,10.653602600097656,,,,,,
,0.03,30,,,,,,,
6,,34,,,11.458739280700684,0.6001484394073486,16.83228874206543,0.9799730181694031,6.17733907699585
6,,34,9.625374794006348,,,,,,
,0.03,35,,,,,,,
7,,39,,,10.048701286315918,1.1473652124404907,12.549249649047852,0.7616848349571228,6.231873989105225
7,,39,8.666585922241211,,,,,,
,0.03,40,,,,,,,
8,,44,,,10.17099666595459,1.193522572517395,12.483545303344727,0.7703154683113098,5.644789218902588
8,,44,8.927083015441895,,,,,,
,0.03,45,,,,,,,
9,,49,,9.61345386505127,,,,,
9,,49,,,9.71957015991211,0.8463734984397888,13.367341995239258,0.7325286865234375,6.027660369873047
9,,49,8.847065925598145,,,,,,
,0.03,50,,,,,,,
10,,54,,,9.663966178894043,0.7068479061126709,13.940306663513184,0.7134116291999817,5.249847888946533
10,,54,8.66869831085205,,,,,,
,0.03,55,,,,,,,
11,,59,,,10.88978099822998,1.4903868436813354,12.228304862976074,0.8099911212921143,5.683078765869141
11,,59,8.596726417541504,,,,,,
,0.03,60,,,,,,,
12,,64,,,12.994926452636719,2.296626091003418,13.977864265441895,0.8713738322257996,6.483882904052734
12,,64,8.775938987731934,,,,,,
,0.03,65,,,,,,,
13,,69,,,9.903182983398438,1.1271625757217407,12.419105529785156,0.7478784918785095,5.600738048553467
13,,69,8.293747901916504,,,,,,
,0.03,70,,,,,,,
14,,74,,,12.163681983947754,1.9876073598861694,12.927763938903809,0.8521368503570557,5.831319808959961
14,,74,8.391456604003906,,,,,,
,0.03,75,,,,,,,
15,,79,,,10.869885444641113,1.556789755821228,12.054162979125977,0.7995984554290771,5.6437764167785645
15,,79,8.54212760925293,,,,,,
