epoch,lr-Adam,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
,0.03,0,,,,,,,
0,,4,,,47.214324951171875,5.905836582183838,48.86619186401367,2.0,28.002347946166992
0,,4,38.613983154296875,,,,,,
,0.03,5,,,,,,,
1,,9,,,41.99559783935547,5.1412577629089355,43.78720474243164,2.0,13.917065620422363
1,,9,25.588092803955078,,,,,,
,0.03,10,,,,,,,
2,,14,,,30.96604347229004,5.716233730316162,33.350990295410156,1.1630847454071045,10.591828346252441
2,,14,15.705732345581055,,,,,,
,0.03,15,,,,,,,
3,,19,,,21.022615432739258,2.0203311443328857,24.40105438232422,2.0,9.427567481994629
3,,19,10.888238906860352,,,,,,
,0.03,20,,,,,,,
4,,24,,,20.37596321105957,3.991236448287964,22.80612564086914,1.010408639907837,7.243890762329102
4,,24,10.17194938659668,,,,,,
,0.03,25,,,,,,,
5,,29,,,10.967609405517578,0.5430195927619934,16.47557830810547,0.864107608795166,6.316152095794678
5,,29,9.515170097351074,,,,,,
,0.03,30,,,,,,,
6,,34,,,12.529891967773438,2.071293354034424,13.330397605895996,0.8667080402374268,6.085117816925049
6,,34,8.809732437133789,,,,,,
,0.03,35,,,,,,,
7,,39,,,9.825990676879883,1.0189787149429321,12.869010925292969,0.7449920773506165,5.81035852432251
7,,39,8.720250129699707,,,,,,
,0.03,40,,,,,,,
8,,44,,,10.792323112487793,1.4153848886489868,12.385604858398438,0.8074299693107605,5.608150959014893
8,,44,8.694914817810059,,,,,,
,0.03,45,,,,,,,
9,,49,,10.080928802490234,,,,,
9,,49,,,11.560906410217285,1.705894947052002,12.547412872314453,0.8398235440254211,5.4717183113098145
9,,49,8.484404563903809,,,,,,
,0.03,50,,,,,,,
10,,54,,,10.276443481445312,1.221067190170288,12.512636184692383,0.777604877948761,5.823161602020264
10,,54,8.357301712036133,,,,,,
,0.03,55,,,,,,,
11,,59,,,11.375701904296875,1.6362462043762207,12.46812915802002,0.8330813050270081,5.620441913604736
11,,59,8.111364364624023,,,,,,
,0.03,60,,,,,,,
12,,64,,,10.803008079528809,1.4217967987060547,12.373880386352539,0.8078961968421936,6.1057209968566895
12,,64,8.554715156555176,,,,,,
,0.03,65,,,,,,,
13,,69,,,10.457109451293945,1.2939393520355225,12.418569564819336,0.7888664603233337,5.28309440612793
13,,69,8.039270401000977,,,,,,
,0.03,70,,,,,,,
14,,74,,,9.859831809997559,1.0685622692108154,12.719637870788574,0.7471707463264465,5.2590413093566895
14,,74,8.306798934936523,,,,,,
,0.03,75,,,,,,,
15,,79,,,10.997328758239746,1.5001078844070435,12.35763168334961,0.8170120120048523,5.966332912445068
15,,79,8.483634948730469,,,,,,
,0.03,80,,,,,,,
16,,84,,,10.624014854431152,1.357932448387146,12.3734712600708,0.7983627319335938,5.1230878829956055
16,,84,8.257917404174805,,,,,,
,0.03,85,,,,,,,
17,,89,,,9.723515510559082,0.8833326697349548,13.21176815032959,0.7350723743438721,5.24610710144043
17,,89,7.8697004318237305,,,,,,
,0.03,90,,,,,,,
18,,94,,,10.831893920898438,1.4392518997192383,12.344764709472656,0.8090894818305969,5.193853378295898
18,,94,8.219480514526367,,,,,,
,0.03,95,,,,,,,
19,,99,,9.488821983337402,,,,,
19,,99,,,10.272845268249512,1.2405800819396973,12.396206855773926,0.77701336145401,5.138666152954102
19,,99,8.313501358032227,,,,,,
,0.03,100,,,,,,,
20,,104,,,10.000201225280762,1.1454211473464966,12.48095417022705,0.7577492594718933,5.2491774559021
20,,104,8.148136138916016,,,,,,
,0.03,105,,,,,,,
21,,109,,,9.89983081817627,1.136348843574524,12.363207817077637,0.747628927230835,5.016718864440918
21,,109,8.145807266235352,,,,,,
,0.03,110,,,,,,,
22,,114,,,9.38093090057373,0.992415189743042,12.440731048583984,0.6910669207572937,4.980088710784912
22,,114,7.898229122161865,,,,,,
,0.03,115,,,,,,,
23,,119,,,11.015498161315918,1.62396240234375,12.106002807617188,0.8001317977905273,5.373622894287109
23,,119,8.362936973571777,,,,,,
,0.03,120,,,,,,,
24,,124,,,9.61681842803955,1.0960161685943604,12.24272632598877,0.6966538429260254,4.875385761260986
24,,124,8.186500549316406,,,,,,
,0.03,125,,,,,,,
25,,129,,,9.884844779968262,1.1374608278274536,12.350804328918457,0.734790027141571,4.973580837249756
25,,129,7.979989051818848,,,,,,
,0.03,130,,,,,,,
26,,134,,,10.534599304199219,1.3777252435684204,12.143534660339355,0.7855618596076965,5.1664886474609375
26,,134,8.188041687011719,,,,,,
,0.03,135,,,,,,,
27,,139,,,10.161136627197266,1.1979175806045532,12.43335247039795,0.749760091304779,5.201016902923584
27,,139,8.015164375305176,,,,,,
,0.03,140,,,,,,,
28,,144,,,11.0078125,1.5754636526107788,12.204815864562988,0.7967419028282166,5.384271621704102
28,,144,7.947266578674316,,,,,,
,0.03,145,,,,,,,
29,,149,,7.643889904022217,,,,,
29,,149,,,9.815875053405762,1.125192642211914,12.327689170837402,0.7308136820793152,4.9733662605285645
29,,149,7.833698272705078,,,,,,
